CharID	CharName	Gender
u2280	BEN HARPER	m
u2281	BIRDIE STEPTOE	?
u2282	CLARY	?
u2283	CONGREGATION	?
u2284	GROCER	?
u2285	GUARD	?
u2286	ICEY SPOON	f
u2287	JOHN HARPER	m
u2288	PEARL HARPER	f
u2289	PREACHER	?
u2290	RACHEL COOPER	?
u2291	RUBY	?
u2292	WALT	m
u2293	WILLA HARPER	?
u2294	DR KING	?
u2295	GLEN	m
u2296	LT THOMPSON	?
u2297	MARGE	f
u2298	MR LANTZ	?
u2299	NANCY	f
u2300	PARKER	?
u2301	ROD	?
u2302	TINA	?
u2303	ALL THREE RUSSIANS	?
u2304	ANNA	f
u2305	BULJANOFF	m
u2306	GASTON	?
u2307	GENERAL SAVITZKY	?
u2308	HEADWAITER	?
u2309	IRANOFF	m
u2310	KOPALSKI	m
u2311	LAWYER	?
u2312	LEON	m
u2313	MANAGER	?
u2314	NINOTCHKA	f
u2315	OFFICIAL	m
u2316	PORTER	?
u2317	PČRE MATHIEU	?
u2318	RAKONIN	?
u2319	RAZININ	m
u2320	SWANA	f
u2321	TAXI DRIVER	?
u2322	BUZHARDT	?
u2323	CUSHMAN	?
u2324	DEAN	m
u2325	EHRLICHMAN	m
u2326	HAIG	m
u2327	HALDEMAN	m
u2328	HANNAH	?
u2329	HAROLD	?
u2330	HELMS	M
u2331	HOOVER	m
u2332	HUNT	?
u2333	JONES	m
u2334	KISSINGER	m
u2335	LIDDY	?
u2336	MANOLO	?
u2337	MAO	?
u2338	MITCH	?
u2339	MITCHELL	m
u2340	NIXON	m
u2341	PAT	f
u2342	RICHARD	?
u2343	ROCKEFELLER	m
u2344	SANDY	?
u2345	STUDENT 2	?
u2346	STURGIS	?
u2347	TOLSON	?
u2348	YOUNG WOMAN	?
u2349	ZIEGLER	?
u2350	BELL	m
u2351	CARLA JEAN	f
u2352	CHIGURH	m
u2353	CLERK	?
u2354	DRIVER	?
u2355	ELLIS	m
u2356	LORETTA	?
u2357	MAN	?
u2358	MAN AT CHAIR	?
u2359	MOLLY	?
u2360	MOSS	m
u2361	MOTHER	?
u2362	OFFICIAL	?
u2363	PROPRIETOR	m
u2364	ROSCOE	?
u2365	WELLS	m
u2366	WENDELL	m
u2367	WOMAN	?
u2368	BALLARD	m
u2369	BETTY	f
u2370	BLAKE	?
u2371	CHARLIE	m
u2372	CHIEF NURSE	?
u2373	DARLENE	?
u2374	DEL	m
u2375	DOCTOR	?
u2376	DUANE	?
u2377	ELIZABETH	?
u2378	ELLEN	f
u2379	GEORGE	M
u2380	GUARD	?
u2381	JERROLD	?
u2382	JOYCE	?
u2383	LONNIE	?
u2384	LYLA	f
u2385	MERCEDES	?
u2386	ROSA	f
u2387	ROY	m
u2388	SUE ANN	f
u2389	WESLEY	m
u2390	BIG DAN	?
u2391	COOLEY	?
u2392	DELMAR	m
u2393	ECKARD	?
u2394	EVERETT	m
u2395	FRENCH	?
u2396	JUNIOR	?
u2397	MAN	?
u2398	MIDDLE	?
u2399	PAPPY	?
u2400	PENNY	f
u2401	PETE	m
u2402	PROPRIETOR	?
u2403	SPIVEY	?
u2404	YOUNGEST	?
u2405	BYRON	m
u2406	CASEY	?
u2407	ESTHER	?
u2408	FOLEY	m
u2409	GROUP	?
u2410	JOE	?
u2411	LYNETTE	f
u2412	PAULA	f
u2413	PERRYMAN	?
u2414	SID	m
u2415	ZACK	m
u2416	BURNHAM	m
u2417	COP 1	?
u2418	EVAN	?
u2419	JUNIOR	m
u2420	LYDIA	?
u2421	MEG	f
u2422	RAOUL	m
u2423	SARAH	f
u2424	ALMA	?
u2425	BEEFY COP	?
u2426	BOBBY	?
u2427	BOBBY SEALE	?
u2428	BRIMMER	m
u2429	CY	m
u2430	DORSETT	?
u2431	ELDRIDGE	?
u2432	GARRY	?
u2433	GENE	?
u2434	HOOVER	?
u2435	HUEY	m
u2436	JUDGE	m
u2437	RITA	?
u2438	RODGERS	?
u2439	ROSE	?
u2440	ROY	?
u2441	SABU	?
u2442	TYRONE	m
u2443	ANNE	?
u2444	BILLINGS	?
u2445	CHARLOTTE	?
u2446	CONTINENTAL SERGEANT	?
u2447	CORNWALLIS	m
u2448	GABRIEL	m
u2449	LEE	?
u2450	MAJOR HALBERT	?
u2451	MARGARET	?
u2452	MARION	M
u2453	NATHAN	?
u2454	REV. OLIVER	?
u2455	ROBINSON	?
u2456	SUSAN	?
u2457	TARLETON	?
u2458	THOMAS	?
u2459	WASHINGTON	?
u2460	ELLIE	f
u2461	JUD	m
u2462	LOUIS	m
u2463	PASCOW	?
u2464	RACHEL	f
u2465	ANAMARIA	?
u2466	BARBOSSA	m
u2467	ELIZABETH	f
u2468	GIBBS	?
u2469	GILLETTE	?
u2470	JACK	m
u2471	MULLROY	?
u2472	MURTOGG	?
u2473	NORRINGTON	?
u2474	PINTEL	?
u2475	SWANN	?
u2476	WILL	M
u2477	ARGON	?
u2478	KID	?
u2479	LITTERBUG	?
u2480	NEBBLEMAN	?
u2481	O'BRIEN	M
u2482	POPPY	?
u2483	SIM	?
u2484	SUSAN	F
u2485	ANNE	F
u2486	BINGY	?
u2487	CONROY	m
u2488	DAWSON	m
u2489	GALLAGHER	f
u2490	GRAYSON	m
u2491	HANK	?
u2492	MISS WILSON	?
u2493	MRS. SCHUYLER	?
u2494	SMYTHE	?
u2495	STEW	m
u2496	BETTY	f
u2497	BIFF	?
u2498	BIG BOB	?
u2499	BOB	m
u2500	BOY	?
u2501	DAN	?
u2502	DAVID	m
u2503	DICK VAN DYKE	M
u2504	GEORGE	m
u2505	HOWARD	?
u2506	JENNIFER	f
u2507	MARGARET	f
u2508	MARK	?
u2509	MR. JOHNSON	?
u2510	MR. SIMPSON	?
u2511	BARRY	m
u2512	CHECK OUT GIRL	?
u2513	CUSTOMER	?
u2514	DAVID	m
u2515	DEAN	?
u2516	ELIZABETH	f
u2517	KAREN	?
u2518	KATHLEEN	f
u2519	LANCE	m
u2520	LATISHA	?
u2521	LENA	f
u2522	MANAGER	m
u2523	OPERATOR	?
u2524	OPERATOR GIRL	f
u2525	OPERATOR VOICE	?
u2526	SEXY VOICE	?
u2527	VOICE	?
u2528	WALTER	?
u2529	ABBE DU MAUPAS	?
u2530	CHARLOTTE	?
u2531	CLEANTE	?
u2532	COULMIER	m
u2533	DELBENČ	?
u2534	HORSEMAN	?
u2535	INGENUE	?
u2536	LIBERTINE	?
u2537	MADAME LECLERC	?
u2538	MADELEINE	f
u2539	MONSIEUR PROUIX	?
u2540	NAPOLEON	?
u2541	RENEE PELAGIE	f
u2542	ROYER-COLLARD	m
u2543	SIMONE	?
u2544	THE MARQUIS	m
u2545	VALCOUR	?
u2546	CAROLE LOMBARD	f
u2547	HEARST	m
u2548	JOSEPH COTTON	?
u2549	LOUELLA	?
u2550	MANK	m
u2551	MARION	f
u2552	MAYER	?
u2553	PAUL STEWART	?
u2554	SCHAEFER	m
u2555	SHOP OWNER	?
u2556	TOLAND	?
u2557	WELLES	m
u2558	1ST DEPUTY	?
u2559	COMO	?
u2560	EAGAN	?
u2561	IRMA	?
u2562	J.R.	?
u2563	JAKE	m
u2564	JOEY	m
u2565	REPORTER	?
u2566	SALVY	?
u2567	TOMMY	?
u2568	TONY	?
u2569	VICKIE	f
u2570	BABY SITTER	?
u2571	BRYCE	?
u2572	DOYLE	m
u2573	GUNNISON	?
u2574	JEFF	m
u2575	LISA	f
u2576	MRS. DOYLE	?
u2577	POLICE	?
u2578	STELLA	f
u2579	THORWALD	?
u2580	BUZZ	?
u2581	CHIEF	?
u2582	CRUNCH	?
u2583	FATHER	m
u2584	GENE	?
u2585	JIM	m
u2586	JUDY	f
u2587	JUDY'S FATHER	?
u2588	MOOSE	?
u2589	MOTHER	f
u2590	NEGRO WOMAN	?
u2591	OFFICER	?
u2592	PLATO	m
u2593	RAY	m
u2594	SERGEANT	?
u2595	ASHLEY	f
u2596	GABRIEL	m
u2597	JACK BANGS	?
u2598	JUMPY	?
u2599	MERLIN	?
u2600	NICK	m
u2601	OLD TIMER	?
u2602	PUG	?
u2603	RUDY	m
u2604	TEEN CLERK	?
u2605	WAITRESS	?
u2606	YOUNG GOVERNOR	?
u2607	ZOOK	?
u2608	COP	?
u2609	EDDIE	m
u2610	FREDDY	m
u2611	HOLDAWAY	m
u2612	JOE	m
u2613	MARVIN	?
u2614	MR. BLONDE	?
u2615	MR. BROWN	?
u2616	MR. ORANGE	m
u2617	MR. PINK	m
u2618	MR. WHITE	m
u2619	NICE GUY EDDIE	?
u2620	VIC	?
u2621	CLAY	m
u2622	CLAYTON	?
u2623	ELAINE	?
u2624	FOWLER	?
u2625	GARDNER	?
u2626	GRAHAM	?
u2627	HELEN	f
u2628	LEDNOV	?
u2629	MARY	f
u2630	MCCALL	?
u2631	MRS. WYATT	?
u2632	STEVE	m
u2633	WYATT	?
u2634	ALEX	?
u2635	BRENDA	?
u2636	BUDDY	m
u2637	CINDY	f
u2638	DWIGHT	m
u2639	FATHER MCFEELY	?
u2640	HANSON	?
u2641	HARRIS	?
u2642	MCFEELY	?
u2643	MOTHER	?
u2644	PROFESSOR	m
u2645	RAY	?
u2646	SHORTY	m
u2647	THEO	?
u2648	TOMMY	?
u2649	BIRDIE	?
u2650	CHIP	?
u2651	DAD	m
u2652	DET. BRADFORD	?
u2653	DET. MOORE	?
u2654	DOTTIE	f
u2655	MARVIN	?
u2656	MISTY	?
u2657	MOM	f
u2658	MR. NAZLEROD	?
u2659	MR. STERNER	?
u2660	MR. STUBBINS	?
u2661	MRS. ACKERMAN	?
u2662	MRS. JENSON	?
u2663	MRS. STERNER	?
u2664	SCOTTY	?
u2665	VENDOR	?
u2666	YOUNG MAN	?
u2667	AUGUST	m
u2668	BRUNS	?
u2669	DR. JUDD	?
u2670	FRANCES	f
u2671	GREGORY	m
u2672	JACQUELINE	?
u2673	JASON	m
u2674	JUDD	m
u2675	MARY	f
u2676	MIMI	?
u2677	MISS GOTTSCHALK	?
u2678	MISS SUMMERS	?
u2679	MR. BRUNS	?
u2680	MRS. CORTEZ	f
u2681	MRS. LOWOOD	?
u2682	MRS. REDI	?
u2683	MRS. ROMARI	?
u2684	NANCY	?
u2685	RADEAU	?
u2686	ROMARI	?
u2687	ANN	f
u2688	CYNTHIA	f
u2689	CYTNHIA	?
u2690	DOCTOR	M
u2691	GRAHAM	m
u2692	JOHN	m
u2693	MR. MILLER	?
u2694	SECRETARY	?
u2695	VOICE ON PHONE	?
u2696	BETTS	?
u2697	BOY	?
u2698	DETECTIVE	?
u2699	FORSYTHE	?
u2700	GIRL	?
u2701	JANINE	?
u2702	MR. SPERGAZZI	?
u2703	PARKINS	?
u2704	ROLLO	m
u2705	ST. LUC	m
u2706	SUPER	?
u2707	TUDOR	?
u2708	ANSALONG	?
u2709	AUDIENCE	?
u2710	BERT	?
u2711	BETTY	f
u2712	BRAD	?
u2713	BRAD AND JANET	?
u2714	DAD	?
u2715	FARLEY	?
u2716	JANET	?
u2717	KIDS	?
u2718	MAC	?
u2719	MACY	?
u2720	MOM	?
u2721	NATION	?
u2722	NEELY	?
u2723	OLIVER	m
u2724	OLIVER AND BETTY	?
u2725	OSCAR	?
u2726	PARKER	?
u2727	RALPH	?
u2728	RICKY	?
u2729	TEACHER	?
u2730	TRIO	?
u2731	CAMMI	?
u2732	CHRISTINE	?
u2733	EVELYN	?
u2734	GARY	?
u2735	JACK	m
u2736	MAN	?
u2737	MAYA	f
u2738	MILES	m
u2739	PHYLLIS	?
u2740	POURER	?
u2741	STEPHANIE	?
u2742	VICTORIA	f
u2743	BO	?
u2744	COLLEEN	?
u2745	CREWCUT GUY	?
u2746	GRAHAM	m
u2747	MERRILL	m
u2748	MORGAN	m
u2749	OFFICER PASKI	f
u2750	DAWSON	?
u2751	EMMETT	m
u2752	EZRA	?
u2753	HANNAH	?
u2754	HOBART	?
u2755	J.T.	?
u2756	JAKE	?
u2757	KATE	?
u2758	KELLY	?
u2759	LANGSTON	?
u2760	MAL	?
u2761	MCKENDRICK	?
u2762	PADEN	m
u2763	PROPRIETOR	?
u2764	RAE	?
u2765	SHERIFF COBB	?
u2766	STELLA	f
u2767	DETECTIVE	?
u2768	ELAINE	F
u2769	FAITH	?
u2770	FRANK BRAND	?
u2771	HAL	?
u2772	HANK	?
u2773	HARRY	?
u2774	KENT	?
u2775	LAINEY	?
u2776	LAWYER	?
u2777	MAX	?
u2778	MILTON	?
u2779	NICOLA	?
u2780	PREMIERE REPORTER 2	?
u2781	SECURITY GUARD	?
u2782	SIMONE	?
u2783	SIMONE / VIKTOR	?
u2784	VIKTOR	M
u2785	ANNA	?
u2786	COLE	m
u2787	DARREN'S MOM	?
u2788	LYNN	f
u2789	MALCOLM	m
u2790	MAN'S VOICE	?
u2791	MR. CUNNINGHAM	?
u2792	BILLY BOB	?
u2793	CANDY	?
u2794	CARL	?
u2795	GENE	?
u2796	IAN	?
u2797	JEREMIAH	m
u2798	KAREN	?
u2799	KEITH	?
u2800	MAC	m
u2801	RAY	?
u2802	ROD	?
u2803	SUZIE	f
u2804	BILL	m
u2805	BRENDA	?
u2806	BUTCHER	?
u2807	GRANT	f
u2808	JACK	?
u2809	KYLIE	?
u2810	MARGARET	?
u2811	SHELBY	?
u2812	STARLA	f
u2813	TREVOR	?
u2814	WALLY	?
u2815	BANDIT	m
u2816	CLAYTON	?
u2817	CLEDUS	m
u2818	DICKEY	?
u2819	HOT PANTS	?
u2820	KATE	F
u2821	KYLE	?
u2822	OWNER	?
u2823	VOICE	?
u2824	VOICE ONE	?
u2825	VOICE TWO	?
u2826	WAITRESS	?
u2827	ACOSTA	?
u2828	CARRUTHERS	m
u2829	CASINO EMPLOYEE	?
u2830	DARWIN TREMOR	?
u2831	DR. GILL	?
u2832	DUPREE	?
u2833	ELMORE	?
u2834	HUGO	m
u2835	ISRAEL	m
u2836	LOCKE	m
u2837	MECKLEN	?
u2838	MESSNER	m
u2839	PADICHE	m
u2840	SECURITY SUPERVISOR	?
u2841	SERNA	m
u2842	SIR IVY	?
u2843	SYKES	f
u2844	WATTERS	f
u2845	WYMAN	?
u2846	GIBARIAN	?
u2847	KELVIN	m
u2848	RHEYA	f
u2849	SARTORIUS	?
u2850	SNOW	m
u2851	CLAIRE	f
u2852	ELLIE	f
u2853	GARBER	?
u2854	GIDDINGS	?
u2855	KOONTZ	?
u2856	MIKE	m
u2857	NEIL	?
u2858	PRETTY YOUNG THING	?
u2859	T.J.	?
u2860	TOMMY	m
u2861	VENZA	?
u2862	WIN	?
u2863	ADELE	?
u2864	BEN	m
u2865	FLASH	?
u2866	HARRY	?
u2867	HOGAN	?
u2868	JAMESON	?
u2869	LEIBER	?
u2870	LETTERMAN	?
u2871	LIZ	F
u2872	MAROTTA	?
u2873	MAY	f
u2874	NURSE VOICE	?
u2875	OCK	?
u2876	PETER	m
u2877	REISS	?
u2878	ROZ	?
u2879	SPIDER-MAN	m
u2880	THORKEL	?
u2881	BAGRADIAN	?
u2882	BLONDIE	?
u2883	COOKIE	?
u2884	DUKE	m
u2885	DUNBAR	?
u2886	GENEVA MAN	?
u2887	GERMAN LIEUTENANT	?
u2888	HARRY	m
u2889	HOFFY	m
u2890	MARKO	?
u2891	P.O.W.S	?
u2892	PRICE	m
u2893	SCHULTZ	?
u2894	SEFTON	m
u2895	STOSH	M
u2896	VON SCHERBACH	?
u2897	B'ETOR	?
u2898	CHEKOV	?
u2899	DATA	m
u2900	DEMORA	?
u2901	GUINAN	f
u2902	HARRIMAN	?
u2903	KIRK	?
u2904	LA FORGE	m
u2905	LURSA	?
u2906	PICARD	m
u2907	RIKER	?
u2908	SCOTTY	?
u2909	SORAN	?
u2910	TROI	?
u2911	WORF	?
u2912	1ST OFFICER	?
u2913	CAPTAIN	?
u2914	CHEKOV	m
u2915	COMM OFFICER	?
u2916	DAVID	m
u2917	ESTEBAN	?
u2918	KIRK	m
u2919	KRUGE	?
u2920	LIEUTENANT	?
u2921	MALTZ	?
u2922	MORROW	?
u2923	SAAVIK	f
u2924	SAREK	m
u2925	SCOTTY	?
u2926	SPOCK	?
u2927	STYLES	?
u2928	SULU	m
u2929	TORG	?
u2930	UHURA	?
u2931	WOMAN	?
u2932	BONES	M
u2933	CAROL	?
u2934	CHEKOV	?
u2935	DAVID	m
u2936	JOACHIM	?
u2937	KHAN	?
u2938	KIRK	m
u2939	PRESTON	?
u2940	SAAVIK	f
u2941	SCOTTY	?
u2942	SCOTTY'S VOICE	?
u2943	SPOCK	m
u2944	SPOCK'S VOICE	?
u2945	SULU	?
u2946	TERRELL	?
u2947	UHURA	?
u2948	UHURA'S VOICE	?
u2949	AMANDA	?
u2950	BOB	?
u2951	BONES	m
u2952	CAPTAIN	?
u2953	CHEKOV	?
u2954	COUNCIL PRESIDENT	?
u2955	DOCTOR	?
u2956	FBI AGENT	?
u2957	GILLIAN	f
u2958	KIRK	m
u2959	KLINGON AMBASSADOR	?
u2960	MORROW	?
u2961	NICHOLS	?
u2962	PILOT	?
u2963	SAAVIK	?
u2964	SAREK	?
u2965	SCIENCE OFFICER	?
u2966	SCOTTY	m
u2967	SPOCK	m
u2968	SULU	?
u2969	THE BOY	?
u2970	UHURA	?
u2971	ANIJ	f
u2972	ARTIM	m
u2973	CRUSHER	?
u2974	DATA	m
u2975	DOUGHERTY	m
u2976	GALLATIN	?
u2977	LA FORGE	?
u2978	NARA	?
u2979	PERIM	?
u2980	PICARD	m
u2981	PICARD'S COM VOICE	?
u2982	RIKER	m
u2983	RIKER'S COM VOICE	?
u2984	RU'AFO	?
u2985	SOJEF	?
u2986	SON'A OFFICER #2	?
u2987	TROI	f
u2988	WORF	m
u2989	WORF'S COM VOICE	?
u2990	ADMIRAL HAYES	?
u2991	BEVERLY	f
u2992	BORG QUEEN	f
u2993	DATA	m
u2994	DOCTOR	?
u2995	GEORDI	m
u2996	GEORDI'S VOICE	?
u2997	PICARD	m
u2998	PICARD'S VOICE	?
u2999	RIKER	m
u3000	RIKER'S COM VOICE	?
u3001	RUBY	f
u3002	SCRIMM	?
u3003	TROI	?
u3004	WOMAN'S VOICE	?
u3005	WORF	m
u3006	ADMIRAL DONALD	?
u3007	BONES	m
u3008	CHANG	m
u3009	CHEKOV	?
u3010	COMMUNICATIONS OFFICER	?
u3011	GORKON	?
u3012	KIRK	m
u3013	LT. SAAVIK	?
u3014	MARTIA	?
u3015	MARTIA'S VOICE	?
u3016	OFFICER	?
u3017	PRESIDENT	?
u3018	SCIENCE OFFICER	?
u3019	SCOTTY	m
u3020	SPOCK	m
u3021	SULU	?
u3022	UHURA	?
u3023	B-9	?
u3024	BEVERLY	f
u3025	DATA	m
u3026	DEANNA	f
u3027	DONATRA	?
u3028	GEORDI	m
u3029	HEAD	?
u3030	JANEWAY	?
u3031	PICARD	m
u3032	REMAN OFFICER	?
u3033	RIKER	m
u3034	SHINZON	m
u3035	SURAN	?
u3036	VICEROY	?
u3037	WORF	?
u3038	BENNY	?
u3039	CLERK	?
u3040	COOK	?
u3041	DRIVER	?
u3042	FOX	m
u3043	JENNY	f
u3044	LYMAN	?
u3045	MAJOR BELL	m
u3046	MAN	?
u3047	OFFICER	?
u3048	SECURITY GUARD	?
u3049	SHERMIN	m
u3050	STAR MAN	M
u3051	TEENAGER	?
u3052	WOMAN	?
u3053	BEEMER	?
u3054	EDUARDO	?
u3055	FAITH	f
u3056	KEITH	?
u3057	LENNY	m
u3058	MACE	f
u3059	MAX	m
u3060	STRICKLAND	?
u3061	TICK	m
u3062	TRAN	?
u3063	ZANDER	?
u3064	CANDY	?
u3065	DAITZ	?
u3066	DUNCAN	?
u3067	DYLAN	m
u3068	EAGLEFOOT	?
u3069	FOREMAN	?
u3070	HAROLD	?
u3071	JANITA	?
u3072	KOESSLER	M
u3073	KULOK	f
u3074	LOW	?
u3075	MACKELWAY	m
u3076	MURMAN	?
u3077	SALINAS	?
u3078	ZERO	?
u3079	ANSWERING MACHINE	?
u3080	BLONDE	?
u3081	BRUNETTE	f
u3082	CHARLES	?
u3083	CHRISTY	?
u3084	DEALER	?
u3085	LISA	?
u3086	LORRAINE	f
u3087	MICHELLE	?
u3088	MIKE	m
u3089	NIKKI	?
u3090	ROB	m
u3091	SUE	m
u3092	TRENT	m
u3093	WAITRESS	?
u3094	BONASERA	?
u3095	CARLO	?
u3096	CLEMENZA	?
u3097	CONNIE	?
u3098	DON CORLEONE	m
u3099	DON TOMMASSINO	?
u3100	FABRIZZIO	?
u3101	FREDO	?
u3102	HAGEN	m
u3103	JOHNNY	?
u3104	KAY	f
u3105	MICHAEL	m
u3106	MOE	?
u3107	NAZORINE	?
u3108	NURSE	?
u3109	PAULIE	?
u3110	PRIEST	?
u3111	SOLLOZZO	?
u3112	SONNY	m
u3113	TESSIO	?
u3114	VITELLI	?
u3115	VOICE	?
u3116	WOLTZ	?
u3117	DICKIE	m
u3118	FREDDIE	m
u3119	HERBERT GREENLEAF	?
u3120	JOAN	?
u3121	MACCARRON	?
u3122	MARGE	f
u3123	MEREDITH	f
u3124	PETER	m
u3125	RIPLEY	m
u3126	ROVERINI	m
u3127	VERRECCHIA	?
u3128	ANDY	?
u3129	BETSY	f
u3130	CONCESSION GIRL	?
u3131	DOUGH-BOY	M
u3132	IRIS	f
u3133	MAN IN BUSINESS SUIT	?
u3134	PALANTINE	?
u3135	PERSONNEL OFFICER	m
u3136	SECRET SERVICE MAN	?
u3137	SPORT	?
u3138	TOM	m
u3139	TRAVIS	m
u3140	WIZARD	m
u3141	CARLA	?
u3142	GOODSPEED	m
u3143	MASON	m
u3144	SANCHEZ	?
u3145	ADELE	f
u3146	CLYDE	m
u3147	DOYLE	?
u3148	ELDRIDGE	?
u3149	FITTS	?
u3150	HARRY	m
u3151	JERRY	?
u3152	LARDNER	?
u3153	LEO	m
u3154	LUKE	m
u3155	MRS. TERWILLIGER	?
u3156	OLD TIM	?
u3157	PETE	m
u3158	SANDRA	?
u3159	SAUNDERS	?
u3160	STANTON	?
u3161	SUPER	?
u3162	ANNIE	f
u3163	CATHY	?
u3164	CLERK	f
u3165	DEKE	?
u3166	HARRY'S VOICE	?
u3167	HELEN	?
u3168	LYDIA	f
u3169	MALONE	?
u3170	MAN	?
u3171	MELANIE	f
u3172	MITCH	m
u3173	MRS. BUNDY	?
u3174	MRS. MACGRUDER	f
u3175	SALESMAN	?
u3176	SHOLES	?
u3177	WOMAN	?
u3178	FETTES	m
u3179	GEORGINA	?
u3180	GRAY	m
u3181	JOSEPH	?
u3182	MACFARLANE	m
u3183	MEG	f
u3184	MRS. MACBRIDE	?
u3185	MRS. MARSH	?
u3186	ALEX	m
u3187	CAPTAIN	?
u3188	DUTTON	?
u3189	ERIN	f
u3190	ERLICH	?
u3191	MADDEN	?
u3192	RANDALL	f
u3193	TOMMY	?
u3194	TOOMEY	?
u3195	TRACY	?
u3196	WALSH	?
u3197	BARNHARDT	m
u3198	BOBBY	?
u3199	CAPTAIN	?
u3200	HARLEY	M
u3201	HELEN	f
u3202	HILDA	?
u3203	JEWELER	?
u3204	KLAATU	m
u3205	LIEUTENANT	?
u3206	MAJOR	?
u3207	TOM	m
u3208	ALAN	m
u3209	DAVID	m
u3210	EDGAR	?
u3211	GRANDPA	?
u3212	LADDIE	?
u3213	LUCY	f
u3214	MAX	m
u3215	MICHAEL	m
u3216	SAM	m
u3217	STAR	f
u3218	BENNINGS	?
u3219	BLAIR	?
u3220	CHILDS	m
u3221	CLARK	?
u3222	DR. COPPER	?
u3223	FUCHS	?
u3224	GARRY	?
u3225	MACREADY	m
u3226	NAULS	?
u3227	NORRIS	?
u3228	PALMER	m
u3229	SANCHEZ	?
u3230	ALEXANDER	m
u3231	DEAN FULTON	?
u3232	EMMA	f
u3233	KALEN	m
u3234	KORUS	?
u3235	MARA	f
u3236	MOTORIST	?
u3237	MRS. WATCHIT	?
u3238	OVERLORD	M
u3239	PHILBY	M
u3240	THIN MAN	?
u3241	VOX	m
u3242	VOX KIOSK	?
u3243	BECKER	m
u3244	DAMON	?
u3245	DR. GRIES	?
u3246	DR. LORENSON	?
u3247	DR. MORGAN	?
u3248	JACKIE	f
u3249	JEAN	?
u3250	LORENSON	f
u3251	MACKENZIE	m
u3252	STARKS	m
u3253	TENNY	?
u3254	WAITRESS	f
u3255	DARRYL	?
u3256	HAL	?
u3257	HARLAN	?
u3258	J.D.	m
u3259	JIMMY	m
u3260	LENA	?
u3261	LOUISE	f
u3262	MAJOR	?
u3263	MAX	?
u3264	PATROLMAN	?
u3265	SARAH	?
u3266	THELMA	f
u3267	TRUCKER	?
u3268	BOSS'S DISABLED BROTHER	?
u3269	DETECTIVE CAVALLO	?
u3270	DOM	m
u3271	DR. LALONDE	?
u3272	FRIEND #1	?
u3273	HEALY	m
u3274	HITCHHIKER	?
u3275	JOANIE	?
u3276	MAGDA	f
u3277	MARY	f
u3278	MARY'S DAD	?
u3279	MARY'S MOM	?
u3280	POLICE OFFICER	?
u3281	RENISE	?
u3282	SULLY	m
u3283	TED	m
u3284	TUCKER	m
u3285	WARREN	?
u3286	ADMIRAL ANDERSON	?
u3287	BOBBY	?
u3288	BUNDY	?
u3289	DOBRYNIN	?
u3290	FOMIN	?
u3291	GENERAL TAYLOR	?
u3292	HELEN	?
u3293	KENNY	m
u3294	KEVIN	?
u3295	MCCONE	?
u3296	MCNAMARA	?
u3297	RESTON	?
u3298	SCALI	?
u3299	THE PRESIDENT	m
u3300	CARL	?
u3301	CLEAR MOON	?
u3302	COOCH	M
u3303	CROW HORSE	m
u3304	DENNIS	?
u3305	LOOKS TWICE	?
u3306	MAGGIE	?
u3307	RADIO	?
u3308	RAY	m
u3309	TULLY	?
u3310	YELLOW BIRD	?
u3311	CHARLIE	f
u3312	CHP	?
u3313	COUGAR	m
u3314	FUNGUS	?
u3315	GIRL	?
u3316	GOOSE	m
u3317	HOLLYWOOD	?
u3318	ICE	m
u3319	ICEMAN	?
u3320	JESTER	?
u3321	MAVERICK	m
u3322	SLIDER	?
u3323	STINGER	?
u3324	VIPER	m
u3325	WIZARD	?
u3326	WOLFMAN	?
u3327	BENNY	?
u3328	CALLER	?
u3329	CLERK	?
u3330	COHAAGEN	m
u3331	DR. LULL	?
u3332	EDGEMAR	m
u3333	EVERETT	?
u3334	GEORGE	?
u3335	HARRY	m
u3336	HELM	?
u3337	JOHNNY	?
u3338	LORI	f
u3339	MCCLANE	m
u3340	MELINA	f
u3341	QUAID	m
u3342	RICHTER	?
u3343	STEVENS	?
u3344	BURT	?
u3345	EARL	m
u3346	EDGAR	?
u3347	HEATHER	?
u3348	JIM	?
u3349	MEGAN	?
u3350	OLD FRED	?
u3351	PHAM VAN	?
u3352	RHONDA	f
u3353	VAL	m
u3354	BADALATO	?
u3355	BALLISTICS EXPERT	?
u3356	CONNIE	?
u3357	EDDIE	m
u3358	ESPARZA	?
u3359	FULTON	?
u3360	GANG EXPERT	?
u3361	JUDGE	?
u3362	KITTY	f
u3363	MRS. ESPARZA	?
u3364	MS. GORDON	?
u3365	ORTEGA	m
u3366	REYNARD	m
u3367	ROGER	m
u3368	SHU	m
u3369	SKLAROFF	?
u3370	STIPE	?
u3371	ALBERT	?
u3372	BOB'S VOICE	?
u3373	BOBBY	m
u3374	CABLE	?
u3375	CARL	?
u3376	CLIFF	?
u3377	COLE	?
u3378	COOPER	?
u3379	DESMOND	m
u3380	DONNA	f
u3381	ED	?
u3382	HAROLD	?
u3383	IRENE	?
u3384	JACK	?
u3385	JACOBY	?
u3386	JACQUES	?
u3387	JAMES	m
u3388	JERRY	?
u3389	JOSIE	?
u3390	LAURA	f
u3391	LELAND	m
u3392	LEO	?
u3393	MAN FROM ANOTHER PLACE	?
u3394	NORMA	?
u3395	PETE	?
u3396	SARAH	?
u3397	SHELLY	?
u3398	STANLEY	m
